Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (10000 already done, 40000 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'qwen' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5 (0 done, 10000 remaining) ---
[10001/50000] 2026-06-26 08:32:39 | R2 | InfixConverter/0_orig vs InfixConverter/0_orig → CLONE
[10926/50000] 2026-06-26 08:54:10 | R2 | InfixConverter/test_1_artifice_pg_procyon vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[10927/50000] 2026-06-26 08:54:12 | R2 | InfixConverter/test_1_artifice_pg_procyon vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[10928/50000] 2026-06-26 08:54:13 | R2 | InfixConverter/test_1_artifice_pg_procyon vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[10929/50000] 2026-06-26 08:54:14 | R2 | InfixConverter/test_1_artifice_pg_procyon vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[10930/50000] 2026-06-26 08:54:15 | R2 | InfixConverter/test_1_artifice_pg_procyon vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[10931/50000] 2026-06-26 08:54:16 | R2 | InfixConverter/test_1_artifice_pg_procyon vs guessword/0_orig → NON-CLONE
[10932/50000] 2026-06-26 08:54:18 | R2 | InfixConverter/test_1_artifice_pg_procyon vs guessword/1_artifice → NON-CLONE
[10933/50000] 2026-06-26 08:54:19 | R2 | InfixConverter/test_1_artifice_pg_procyon vs guessword/test_0_orig_no_krakatau → NON-CLONE
[10934/50000] 2026-06-26 08:54:21 | R2 | InfixConverter/test_1_artifice_pg_procyon vs guessword/test_0_orig_no_procyon → NON-CLONE
[10935/50000] 2026-06-26 08:54:22 | R2 | InfixConverter/test_1_artifice_pg_procyon vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[10936/50000] 2026-06-26 08:54:24 | R2 | InfixConverter/test_1_artifice_pg_procyon vs guessword/test_0_orig_pg_procyon → NON-CLONE
[10937/50000] 2026-06-26 08:54:25 | R2 | InfixConverter/test_1_artifice_pg_procyon vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[10938/50000] 2026-06-26 08:54:26 | R2 | InfixConverter/test_1_artifice_pg_procyon vs guessword/test_1_artifice_no_procyon → NON-CLONE
[10939/50000] 2026-06-26 08:54:28 | R2 | InfixConverter/test_1_artifice_pg_procyon vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[10940/50000] 2026-06-26 08:54:29 | R2 | InfixConverter/test_1_artifice_pg_procyon vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[10941/50000] 2026-06-26 08:54:31 | R2 | InfixConverter/test_1_artifice_pg_procyon vs hanoi/0_orig → NON-CLONE
[10942/50000] 2026-06-26 08:54:32 | R2 | InfixConverter/test_1_artifice_pg_procyon vs hanoi/1_artifice → NON-CLONE
[10943/50000] 2026-06-26 08:54:34 | R2 | InfixConverter/test_1_artifice_pg_procyon vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[10944/50000] 2026-06-26 08:54:35 | R2 | InfixConverter/test_1_artifice_pg_procyon vs hanoi/test_0_orig_no_procyon → NON-CLONE
[10945/50000] 2026-06-26 08:54:37 | R2 | InfixConverter/test_1_artifice_pg_procyon vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[10946/50000] 2026-06-26 08:54:38 | R2 | InfixConverter/test_1_artifice_pg_procyon vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[10947/50000] 2026-06-26 08:54:40 | R2 | InfixConverter/test_1_artifice_pg_procyon vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[10948/50000] 2026-06-26 08:54:41 | R2 | InfixConverter/test_1_artifice_pg_procyon vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[10949/50000] 2026-06-26 08:54:43 | R2 | InfixConverter/test_1_artifice_pg_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[10950/50000] 2026-06-26 08:54:45 | R2 | InfixConverter/test_1_artifice_pg_procyon vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[10951/50000] 2026-06-26 08:54:46 | R2 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/0_orig → NON-CLONE
[10952/50000] 2026-06-26 08:54:47 | R2 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/1_artifice → NON-CLONE
[10953/50000] 2026-06-26 08:54:48 | R2 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[10954/50000] 2026-06-26 08:54:50 | R2 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[10955/50000] 2026-06-26 08:54:51 | R2 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[10956/50000] 2026-06-26 08:54:52 | R2 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[10957/50000] 2026-06-26 08:54:53 | R2 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[10958/50000] 2026-06-26 08:54:54 | R2 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[10959/50000] 2026-06-26 08:54:56 | R2 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[10960/50000] 2026-06-26 08:54:57 | R2 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[10961/50000] 2026-06-26 08:54:58 | R2 | InfixConverter/test_1_artifice_pg_procyon vs queens/0_orig → NON-CLONE
[10962/50000] 2026-06-26 08:54:59 | R2 | InfixConverter/test_1_artifice_pg_procyon vs queens/1_artifice → NON-CLONE
[10963/50000] 2026-06-26 08:55:00 | R2 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_0_orig_no_krakatau → NON-CLONE
[10964/50000] 2026-06-26 08:55:01 | R2 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_0_orig_no_procyon → NON-CLONE
[10965/50000] 2026-06-26 08:55:03 | R2 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_0_orig_pg_krakatau → NON-CLONE
[10966/50000] 2026-06-26 08:55:04 | R2 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_0_orig_pg_procyon → NON-CLONE
[10967/50000] 2026-06-26 08:55:05 | R2 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_1_artifice_no_krakatau → NON-CLONE
[10968/50000] 2026-06-26 08:55:06 | R2 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_1_artifice_no_procyon → NON-CLONE
[10969/50000] 2026-06-26 08:55:07 | R2 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[10970/50000] 2026-06-26 08:55:08 | R2 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_1_artifice_pg_procyon → NON-CLONE
[10971/50000] 2026-06-26 08:55:09 | R2 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/0_orig → NON-CLONE
[10972/50000] 2026-06-26 08:55:10 | R2 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/1_artifice → NON-CLONE
[10973/50000] 2026-06-26 08:55:11 | R2 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[10974/50000] 2026-06-26 08:55:13 | R2 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[10975/50000] 2026-06-26 08:55:14 | R2 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[10976/50000] 2026-06-26 08:55:15 | R2 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[10977/50000] 2026-06-26 08:55:16 | R2 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[10978/50000] 2026-06-26 08:55:18 | R2 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[10979/50000] 2026-06-26 08:55:19 | R2 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[10980/50000] 2026-06-26 08:55:20 | R2 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[10981/50000] 2026-06-26 08:55:22 | R2 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/0_orig → NON-CLONE
[10982/50000] 2026-06-26 08:55:23 | R2 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/1_artifice → NON-CLONE
[10983/50000] 2026-06-26 08:55:24 | R2 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[10984/50000] 2026-06-26 08:55:26 | R2 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[10985/50000] 2026-06-26 08:55:27 | R2 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[10986/50000] 2026-06-26 08:55:28 | R2 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[10987/50000] 2026-06-26 08:55:30 | R2 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[10988/50000] 2026-06-26 08:55:31 | R2 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[10989/50000] 2026-06-26 08:55:32 | R2 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[10990/50000] 2026-06-26 08:55:33 | R2 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[10991/50000] 2026-06-26 08:55:34 | R2 | InfixConverter/test_1_artifice_pg_procyon vs square/0_orig → NON-CLONE
[10992/50000] 2026-06-26 08:55:36 | R2 | InfixConverter/test_1_artifice_pg_procyon vs square/1_artifice → NON-CLONE
[10993/50000] 2026-06-26 08:55:37 | R2 | InfixConverter/test_1_artifice_pg_procyon vs square/test_0_orig_no_krakatau → NON-CLONE
[10994/50000] 2026-06-26 08:55:39 | R2 | InfixConverter/test_1_artifice_pg_procyon vs square/test_0_orig_no_procyon → NON-CLONE
[10995/50000] 2026-06-26 08:55:40 | R2 | InfixConverter/test_1_artifice_pg_procyon vs square/test_0_orig_pg_krakatau → NON-CLONE
[10996/50000] 2026-06-26 08:55:42 | R2 | InfixConverter/test_1_artifice_pg_procyon vs square/test_0_orig_pg_procyon → NON-CLONE
[10997/50000] 2026-06-26 08:55:43 | R2 | InfixConverter/test_1_artifice_pg_procyon vs square/test_1_artifice_no_krakatau → NON-CLONE
[10998/50000] 2026-06-26 08:55:45 | R2 | InfixConverter/test_1_artifice_pg_procyon vs square/test_1_artifice_no_procyon → NON-CLONE
[10999/50000] 2026-06-26 08:55:46 | R2 | InfixConverter/test_1_artifice_pg_procyon vs square/test_1_artifice_pg_krakatau → NON-CLONE
[11000/50000] 2026-06-26 08:55:48 | R2 | InfixConverter/test_1_artifice_pg_procyon vs square/test_1_artifice_pg_procyon → NON-CLONE
[11001/50000] 2026-06-26 08:55:49 | R2 | SqrtAlgorithm/0_orig vs InfixConverter/0_orig → NON-CLONE
[11002/50000] 2026-06-26 08:55:51 | R2 | SqrtAlgorithm/0_orig vs InfixConverter/1_artifice → NON-CLONE
[11003/50000] 2026-06-26 08:55:52 | R2 | SqrtAlgorithm/0_orig vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[11004/50000] 2026-06-26 08:55:54 | R2 | SqrtAlgorithm/0_orig vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[11005/50000] 2026-06-26 08:55:55 | R2 | SqrtAlgorithm/0_orig vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[11006/50000] 2026-06-26 08:55:56 | R2 | SqrtAlgorithm/0_orig vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[11007/50000] 2026-06-26 08:55:58 | R2 | SqrtAlgorithm/0_orig vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[11008/50000] 2026-06-26 08:55:59 | R2 | SqrtAlgorithm/0_orig vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[11009/50000] 2026-06-26 08:56:00 | R2 | SqrtAlgorithm/0_orig vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[11010/50000] 2026-06-26 08:56:01 | R2 | SqrtAlgorithm/0_orig vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[11011/50000] 2026-06-26 08:56:03 | R2 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/0_orig → CLONE
[11012/50000] 2026-06-26 08:56:04 | R2 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/1_artifice → CLONE
[11013/50000] 2026-06-26 08:56:06 | R2 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_0_orig_no_krakatau → CLONE
[11014/50000] 2026-06-26 08:56:08 | R2 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_0_orig_no_procyon → CLONE
[11015/50000] 2026-06-26 08:56:10 | R2 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_0_orig_pg_krakatau → CLONE
[11016/50000] 2026-06-26 08:56:11 | R2 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_0_orig_pg_procyon → CLONE
[11017/50000] 2026-06-26 08:56:13 | R2 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_1_artifice_no_krakatau → CLONE
[11018/50000] 2026-06-26 08:56:15 | R2 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_1_artifice_no_procyon → CLONE
[11019/50000] 2026-06-26 08:56:17 | R2 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_1_artifice_pg_krakatau → CLONE
[11020/50000] 2026-06-26 08:56:19 | R2 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_1_artifice_pg_procyon → CLONE
[11021/50000] 2026-06-26 08:56:20 | R2 | SqrtAlgorithm/0_orig vs bubblesort/0_orig → NON-CLONE
[11022/50000] 2026-06-26 08:56:21 | R2 | SqrtAlgorithm/0_orig vs bubblesort/1_artifice → NON-CLONE
[11023/50000] 2026-06-26 08:56:22 | R2 | SqrtAlgorithm/0_orig vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[11024/50000] 2026-06-26 08:56:23 | R2 | SqrtAlgorithm/0_orig vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[11025/50000] 2026-06-26 08:56:24 | R2 | SqrtAlgorithm/0_orig vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[11026/50000] 2026-06-26 08:56:25 | R2 | SqrtAlgorithm/0_orig vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[11027/50000] 2026-06-26 08:56:26 | R2 | SqrtAlgorithm/0_orig vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[11028/50000] 2026-06-26 08:56:27 | R2 | SqrtAlgorithm/0_orig vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[11029/50000] 2026-06-26 08:56:28 | R2 | SqrtAlgorithm/0_orig vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[11030/50000] 2026-06-26 08:56:29 | R2 | SqrtAlgorithm/0_orig vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[11031/50000] 2026-06-26 08:56:31 | R2 | SqrtAlgorithm/0_orig vs guessword/0_orig → NON-CLONE
[11032/50000] 2026-06-26 08:56:32 | R2 | SqrtAlgorithm/0_orig vs guessword/1_artifice → NON-CLONE
[11033/50000] 2026-06-26 08:56:33 | R2 | SqrtAlgorithm/0_orig vs guessword/test_0_orig_no_krakatau → NON-CLONE
[11034/50000] 2026-06-26 08:56:35 | R2 | SqrtAlgorithm/0_orig vs guessword/test_0_orig_no_procyon → NON-CLONE
[11035/50000] 2026-06-26 08:56:36 | R2 | SqrtAlgorithm/0_orig vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[11036/50000] 2026-06-26 08:56:37 | R2 | SqrtAlgorithm/0_orig vs guessword/test_0_orig_pg_procyon → NON-CLONE
[11037/50000] 2026-06-26 08:56:38 | R2 | SqrtAlgorithm/0_orig vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[11038/50000] 2026-06-26 08:56:40 | R2 | SqrtAlgorithm/0_orig vs guessword/test_1_artifice_no_procyon → NON-CLONE
[11039/50000] 2026-06-26 08:56:41 | R2 | SqrtAlgorithm/0_orig vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[11040/50000] 2026-06-26 08:56:42 | R2 | SqrtAlgorithm/0_orig vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[11041/50000] 2026-06-26 08:56:44 | R2 | SqrtAlgorithm/0_orig vs hanoi/0_orig → NON-CLONE
[11042/50000] 2026-06-26 08:56:45 | R2 | SqrtAlgorithm/0_orig vs hanoi/1_artifice → NON-CLONE
[11043/50000] 2026-06-26 08:56:47 | R2 | SqrtAlgorithm/0_orig vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[11044/50000] 2026-06-26 08:56:49 | R2 | SqrtAlgorithm/0_orig vs hanoi/test_0_orig_no_procyon → NON-CLONE
[11045/50000] 2026-06-26 08:56:50 | R2 | SqrtAlgorithm/0_orig vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[11046/50000] 2026-06-26 08:56:52 | R2 | SqrtAlgorithm/0_orig vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[11047/50000] 2026-06-26 08:56:53 | R2 | SqrtAlgorithm/0_orig vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[11048/50000] 2026-06-26 08:56:55 | R2 | SqrtAlgorithm/0_orig vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[11049/50000] 2026-06-26 08:56:57 | R2 | SqrtAlgorithm/0_orig vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[11050/50000] 2026-06-26 08:56:58 | R2 | SqrtAlgorithm/0_orig vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[11051/50000] 2026-06-26 08:56:59 | R2 | SqrtAlgorithm/0_orig vs kaprekar/0_orig → NON-CLONE
[11052/50000] 2026-06-26 08:57:01 | R2 | SqrtAlgorithm/0_orig vs kaprekar/1_artifice → NON-CLONE
[11053/50000] 2026-06-26 08:57:02 | R2 | SqrtAlgorithm/0_orig vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[11054/50000] 2026-06-26 08:57:04 | R2 | SqrtAlgorithm/0_orig vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[11055/50000] 2026-06-26 08:57:05 | R2 | SqrtAlgorithm/0_orig vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[11056/50000] 2026-06-26 08:57:06 | R2 | SqrtAlgorithm/0_orig vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[11057/50000] 2026-06-26 08:57:08 | R2 | SqrtAlgorithm/0_orig vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[11058/50000] 2026-06-26 08:57:09 | R2 | SqrtAlgorithm/0_orig vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[11059/50000] 2026-06-26 08:57:10 | R2 | SqrtAlgorithm/0_orig vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[11060/50000] 2026-06-26 08:57:12 | R2 | SqrtAlgorithm/0_orig vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[11061/50000] 2026-06-26 08:57:13 | R2 | SqrtAlgorithm/0_orig vs queens/0_orig → NON-CLONE
[11062/50000] 2026-06-26 08:57:14 | R2 | SqrtAlgorithm/0_orig vs queens/1_artifice → NON-CLONE
[11063/50000] 2026-06-26 08:57:15 | R2 | SqrtAlgorithm/0_orig vs queens/test_0_orig_no_krakatau → NON-CLONE
[11064/50000] 2026-06-26 08:57:17 | R2 | SqrtAlgorithm/0_orig vs queens/test_0_orig_no_procyon → NON-CLONE
[11065/50000] 2026-06-26 08:57:18 | R2 | SqrtAlgorithm/0_orig vs queens/test_0_orig_pg_krakatau → NON-CLONE
[11066/50000] 2026-06-26 08:57:19 | R2 | SqrtAlgorithm/0_orig vs queens/test_0_orig_pg_procyon → NON-CLONE
[11067/50000] 2026-06-26 08:57:20 | R2 | SqrtAlgorithm/0_orig vs queens/test_1_artifice_no_krakatau → NON-CLONE
[11068/50000] 2026-06-26 08:57:21 | R2 | SqrtAlgorithm/0_orig vs queens/test_1_artifice_no_procyon → NON-CLONE
[11069/50000] 2026-06-26 08:57:22 | R2 | SqrtAlgorithm/0_orig vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[11070/50000] 2026-06-26 08:57:23 | R2 | SqrtAlgorithm/0_orig vs queens/test_1_artifice_pg_procyon → NON-CLONE
[11071/50000] 2026-06-26 08:57:24 | R2 | SqrtAlgorithm/0_orig vs railroadcar/0_orig → NON-CLONE
[11072/50000] 2026-06-26 08:57:26 | R2 | SqrtAlgorithm/0_orig vs railroadcar/1_artifice → NON-CLONE
[11073/50000] 2026-06-26 08:57:27 | R2 | SqrtAlgorithm/0_orig vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[11074/50000] 2026-06-26 08:57:28 | R2 | SqrtAlgorithm/0_orig vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[11075/50000] 2026-06-26 08:57:29 | R2 | SqrtAlgorithm/0_orig vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[11076/50000] 2026-06-26 08:57:30 | R2 | SqrtAlgorithm/0_orig vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[11077/50000] 2026-06-26 08:57:31 | R2 | SqrtAlgorithm/0_orig vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[11078/50000] 2026-06-26 08:57:32 | R2 | SqrtAlgorithm/0_orig vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[11079/50000] 2026-06-26 08:57:34 | R2 | SqrtAlgorithm/0_orig vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[11080/50000] 2026-06-26 08:57:35 | R2 | SqrtAlgorithm/0_orig vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[11081/50000] 2026-06-26 08:57:36 | R2 | SqrtAlgorithm/0_orig vs slinkedlist/0_orig → NON-CLONE
[11082/50000] 2026-06-26 08:57:38 | R2 | SqrtAlgorithm/0_orig vs slinkedlist/1_artifice → NON-CLONE
[11083/50000] 2026-06-26 08:57:39 | R2 | SqrtAlgorithm/0_orig vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[11084/50000] 2026-06-26 08:57:40 | R2 | SqrtAlgorithm/0_orig vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[11085/50000] 2026-06-26 08:57:41 | R2 | SqrtAlgorithm/0_orig vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[11086/50000] 2026-06-26 08:57:42 | R2 | SqrtAlgorithm/0_orig vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[11087/50000] 2026-06-26 08:57:44 | R2 | SqrtAlgorithm/0_orig vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[11088/50000] 2026-06-26 08:57:45 | R2 | SqrtAlgorithm/0_orig vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[11089/50000] 2026-06-26 08:57:46 | R2 | SqrtAlgorithm/0_orig vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[11090/50000] 2026-06-26 08:57:48 | R2 | SqrtAlgorithm/0_orig vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[11091/50000] 2026-06-26 08:57:49 | R2 | SqrtAlgorithm/0_orig vs square/0_orig → NON-CLONE
[11092/50000] 2026-06-26 08:57:50 | R2 | SqrtAlgorithm/0_orig vs square/1_artifice → NON-CLONE
[11093/50000] 2026-06-26 08:57:52 | R2 | SqrtAlgorithm/0_orig vs square/test_0_orig_no_krakatau → NON-CLONE
[11094/50000] 2026-06-26 08:57:53 | R2 | SqrtAlgorithm/0_orig vs square/test_0_orig_no_procyon → NON-CLONE
[11095/50000] 2026-06-26 08:57:55 | R2 | SqrtAlgorithm/0_orig vs square/test_0_orig_pg_krakatau → NON-CLONE
[11096/50000] 2026-06-26 08:57:56 | R2 | SqrtAlgorithm/0_orig vs square/test_0_orig_pg_procyon → NON-CLONE
[11097/50000] 2026-06-26 08:57:58 | R2 | SqrtAlgorithm/0_orig vs square/test_1_artifice_no_krakatau → NON-CLONE
[11098/50000] 2026-06-26 08:58:00 | R2 | SqrtAlgorithm/0_orig vs square/test_1_artifice_no_procyon → NON-CLONE
[11099/50000] 2026-06-26 08:58:01 | R2 | SqrtAlgorithm/0_orig vs square/test_1_artifice_pg_krakatau → NON-CLONE
[11100/50000] 2026-06-26 08:58:03 | R2 | SqrtAlgorithm/0_orig vs square/test_1_artifice_pg_procyon → NON-CLONE
[11101/50000] 2026-06-26 08:58:04 | R2 | SqrtAlgorithm/1_artifice vs InfixConverter/0_orig → NON-CLONE
[11102/50000] 2026-06-26 08:58:06 | R2 | SqrtAlgorithm/1_artifice vs InfixConverter/1_artifice → NON-CLONE
[11103/50000] 2026-06-26 08:58:07 | R2 | SqrtAlgorithm/1_artifice vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[11104/50000] 2026-06-26 08:58:09 | R2 | SqrtAlgorithm/1_artifice vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[11105/50000] 2026-06-26 08:58:10 | R2 | SqrtAlgorithm/1_artifice vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[11106/50000] 2026-06-26 08:58:11 | R2 | SqrtAlgorithm/1_artifice vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[11107/50000] 2026-06-26 08:58:13 | R2 | SqrtAlgorithm/1_artifice vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[11108/50000] 2026-06-26 08:58:14 | R2 | SqrtAlgorithm/1_artifice vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[11109/50000] 2026-06-26 08:58:15 | R2 | SqrtAlgorithm/1_artifice vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[11110/50000] 2026-06-26 08:58:16 | R2 | SqrtAlgorithm/1_artifice vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[11111/50000] 2026-06-26 08:58:18 | R2 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/0_orig → CLONE
[11112/50000] 2026-06-26 08:58:20 | R2 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/1_artifice → CLONE
[11113/50000] 2026-06-26 08:58:22 | R2 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_0_orig_no_krakatau → CLONE
[11114/50000] 2026-06-26 08:58:24 | R2 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_0_orig_no_procyon → CLONE
[11115/50000] 2026-06-26 08:58:26 | R2 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_0_orig_pg_krakatau → CLONE
[11116/50000] 2026-06-26 08:58:27 | R2 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_0_orig_pg_procyon → CLONE
