Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (10000 already done, 40000 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'qwen' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5 (0 done, 10000 remaining) ---
[10001/50000] 2026-06-26 08:32:49 | R2 | InfixConverter/0_orig vs InfixConverter/0_orig → CLONE
[13609/50000] 2026-06-26 09:41:52 | R2 | guessword/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[13610/50000] 2026-06-26 09:41:53 | R2 | guessword/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[13611/50000] 2026-06-26 09:41:54 | R2 | guessword/test_1_artifice_no_krakatau vs SqrtAlgorithm/0_orig → NON-CLONE
[13612/50000] 2026-06-26 09:41:56 | R2 | guessword/test_1_artifice_no_krakatau vs SqrtAlgorithm/1_artifice → NON-CLONE
[13613/50000] 2026-06-26 09:41:57 | R2 | guessword/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[13614/50000] 2026-06-26 09:41:59 | R2 | guessword/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[13615/50000] 2026-06-26 09:42:00 | R2 | guessword/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[13616/50000] 2026-06-26 09:42:01 | R2 | guessword/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[13617/50000] 2026-06-26 09:42:02 | R2 | guessword/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[13618/50000] 2026-06-26 09:42:03 | R2 | guessword/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[13619/50000] 2026-06-26 09:42:05 | R2 | guessword/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[13620/50000] 2026-06-26 09:42:06 | R2 | guessword/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[13621/50000] 2026-06-26 09:42:07 | R2 | guessword/test_1_artifice_no_krakatau vs bubblesort/0_orig → NON-CLONE
[13622/50000] 2026-06-26 09:42:08 | R2 | guessword/test_1_artifice_no_krakatau vs bubblesort/1_artifice → NON-CLONE
[13623/50000] 2026-06-26 09:42:09 | R2 | guessword/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[13624/50000] 2026-06-26 09:42:10 | R2 | guessword/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[13625/50000] 2026-06-26 09:42:11 | R2 | guessword/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[13626/50000] 2026-06-26 09:42:13 | R2 | guessword/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[13627/50000] 2026-06-26 09:42:14 | R2 | guessword/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[13628/50000] 2026-06-26 09:42:15 | R2 | guessword/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[13629/50000] 2026-06-26 09:42:16 | R2 | guessword/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[13630/50000] 2026-06-26 09:42:17 | R2 | guessword/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[13631/50000] 2026-06-26 09:42:18 | R2 | guessword/test_1_artifice_no_krakatau vs guessword/0_orig → CLONE
[13632/50000] 2026-06-26 09:42:20 | R2 | guessword/test_1_artifice_no_krakatau vs guessword/1_artifice → CLONE
[13633/50000] 2026-06-26 09:42:21 | R2 | guessword/test_1_artifice_no_krakatau vs guessword/test_0_orig_no_krakatau → CLONE
[13634/50000] 2026-06-26 09:42:23 | R2 | guessword/test_1_artifice_no_krakatau vs guessword/test_0_orig_no_procyon → CLONE
[13635/50000] 2026-06-26 09:42:24 | R2 | guessword/test_1_artifice_no_krakatau vs guessword/test_0_orig_pg_krakatau → CLONE
[13636/50000] 2026-06-26 09:42:25 | R2 | guessword/test_1_artifice_no_krakatau vs guessword/test_0_orig_pg_procyon → CLONE
[13637/50000] 2026-06-26 09:42:27 | R2 | guessword/test_1_artifice_no_krakatau vs guessword/test_1_artifice_no_krakatau → CLONE
[13638/50000] 2026-06-26 09:42:28 | R2 | guessword/test_1_artifice_no_krakatau vs guessword/test_1_artifice_no_procyon → CLONE
[13639/50000] 2026-06-26 09:42:30 | R2 | guessword/test_1_artifice_no_krakatau vs guessword/test_1_artifice_pg_krakatau → CLONE
[13640/50000] 2026-06-26 09:42:31 | R2 | guessword/test_1_artifice_no_krakatau vs guessword/test_1_artifice_pg_procyon → CLONE
[13641/50000] 2026-06-26 09:42:32 | R2 | guessword/test_1_artifice_no_krakatau vs hanoi/0_orig → NON-CLONE
[13642/50000] 2026-06-26 09:42:33 | R2 | guessword/test_1_artifice_no_krakatau vs hanoi/1_artifice → NON-CLONE
[13643/50000] 2026-06-26 09:42:35 | R2 | guessword/test_1_artifice_no_krakatau vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[13644/50000] 2026-06-26 09:42:36 | R2 | guessword/test_1_artifice_no_krakatau vs hanoi/test_0_orig_no_procyon → NON-CLONE
[13645/50000] 2026-06-26 09:42:37 | R2 | guessword/test_1_artifice_no_krakatau vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[13646/50000] 2026-06-26 09:42:38 | R2 | guessword/test_1_artifice_no_krakatau vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[13647/50000] 2026-06-26 09:42:39 | R2 | guessword/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[13648/50000] 2026-06-26 09:42:40 | R2 | guessword/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[13649/50000] 2026-06-26 09:42:42 | R2 | guessword/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[13650/50000] 2026-06-26 09:42:43 | R2 | guessword/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[13651/50000] 2026-06-26 09:42:44 | R2 | guessword/test_1_artifice_no_krakatau vs kaprekar/0_orig → NON-CLONE
[13652/50000] 2026-06-26 09:42:45 | R2 | guessword/test_1_artifice_no_krakatau vs kaprekar/1_artifice → NON-CLONE
[13653/50000] 2026-06-26 09:42:46 | R2 | guessword/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[13654/50000] 2026-06-26 09:42:47 | R2 | guessword/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[13655/50000] 2026-06-26 09:42:48 | R2 | guessword/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[13656/50000] 2026-06-26 09:42:50 | R2 | guessword/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[13657/50000] 2026-06-26 09:42:50 | R2 | guessword/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[13658/50000] 2026-06-26 09:42:52 | R2 | guessword/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[13659/50000] 2026-06-26 09:42:53 | R2 | guessword/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[13660/50000] 2026-06-26 09:42:54 | R2 | guessword/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[13661/50000] 2026-06-26 09:42:55 | R2 | guessword/test_1_artifice_no_krakatau vs queens/0_orig → NON-CLONE
[13662/50000] 2026-06-26 09:42:56 | R2 | guessword/test_1_artifice_no_krakatau vs queens/1_artifice → NON-CLONE
[13663/50000] 2026-06-26 09:42:57 | R2 | guessword/test_1_artifice_no_krakatau vs queens/test_0_orig_no_krakatau → NON-CLONE
[13664/50000] 2026-06-26 09:42:58 | R2 | guessword/test_1_artifice_no_krakatau vs queens/test_0_orig_no_procyon → NON-CLONE
[13665/50000] 2026-06-26 09:42:59 | R2 | guessword/test_1_artifice_no_krakatau vs queens/test_0_orig_pg_krakatau → NON-CLONE
[13666/50000] 2026-06-26 09:42:59 | R2 | guessword/test_1_artifice_no_krakatau vs queens/test_0_orig_pg_procyon → NON-CLONE
[13667/50000] 2026-06-26 09:43:01 | R2 | guessword/test_1_artifice_no_krakatau vs queens/test_1_artifice_no_krakatau → NON-CLONE
[13668/50000] 2026-06-26 09:43:01 | R2 | guessword/test_1_artifice_no_krakatau vs queens/test_1_artifice_no_procyon → NON-CLONE
[13669/50000] 2026-06-26 09:43:02 | R2 | guessword/test_1_artifice_no_krakatau vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[13670/50000] 2026-06-26 09:43:03 | R2 | guessword/test_1_artifice_no_krakatau vs queens/test_1_artifice_pg_procyon → NON-CLONE
[13671/50000] 2026-06-26 09:43:04 | R2 | guessword/test_1_artifice_no_krakatau vs railroadcar/0_orig → NON-CLONE
[13672/50000] 2026-06-26 09:43:05 | R2 | guessword/test_1_artifice_no_krakatau vs railroadcar/1_artifice → NON-CLONE
[13673/50000] 2026-06-26 09:43:06 | R2 | guessword/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[13674/50000] 2026-06-26 09:43:07 | R2 | guessword/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[13675/50000] 2026-06-26 09:43:08 | R2 | guessword/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[13676/50000] 2026-06-26 09:43:09 | R2 | guessword/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[13677/50000] 2026-06-26 09:43:11 | R2 | guessword/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[13678/50000] 2026-06-26 09:43:12 | R2 | guessword/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[13679/50000] 2026-06-26 09:43:13 | R2 | guessword/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[13680/50000] 2026-06-26 09:43:14 | R2 | guessword/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[13681/50000] 2026-06-26 09:43:15 | R2 | guessword/test_1_artifice_no_krakatau vs slinkedlist/0_orig → NON-CLONE
[13682/50000] 2026-06-26 09:43:17 | R2 | guessword/test_1_artifice_no_krakatau vs slinkedlist/1_artifice → NON-CLONE
[13683/50000] 2026-06-26 09:43:18 | R2 | guessword/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[13684/50000] 2026-06-26 09:43:19 | R2 | guessword/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[13685/50000] 2026-06-26 09:43:20 | R2 | guessword/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[13686/50000] 2026-06-26 09:43:22 | R2 | guessword/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[13687/50000] 2026-06-26 09:43:23 | R2 | guessword/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[13688/50000] 2026-06-26 09:43:24 | R2 | guessword/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[13689/50000] 2026-06-26 09:43:25 | R2 | guessword/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[13690/50000] 2026-06-26 09:43:27 | R2 | guessword/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[13691/50000] 2026-06-26 09:43:28 | R2 | guessword/test_1_artifice_no_krakatau vs square/0_orig → NON-CLONE
[13692/50000] 2026-06-26 09:43:29 | R2 | guessword/test_1_artifice_no_krakatau vs square/1_artifice → NON-CLONE
[13693/50000] 2026-06-26 09:43:31 | R2 | guessword/test_1_artifice_no_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[13694/50000] 2026-06-26 09:43:32 | R2 | guessword/test_1_artifice_no_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
[13695/50000] 2026-06-26 09:43:34 | R2 | guessword/test_1_artifice_no_krakatau vs square/test_0_orig_pg_krakatau → NON-CLONE
[13696/50000] 2026-06-26 09:43:35 | R2 | guessword/test_1_artifice_no_krakatau vs square/test_0_orig_pg_procyon → NON-CLONE
[13697/50000] 2026-06-26 09:43:36 | R2 | guessword/test_1_artifice_no_krakatau vs square/test_1_artifice_no_krakatau → NON-CLONE
[13698/50000] 2026-06-26 09:43:37 | R2 | guessword/test_1_artifice_no_krakatau vs square/test_1_artifice_no_procyon → NON-CLONE
[13699/50000] 2026-06-26 09:43:39 | R2 | guessword/test_1_artifice_no_krakatau vs square/test_1_artifice_pg_krakatau → NON-CLONE
[13700/50000] 2026-06-26 09:43:40 | R2 | guessword/test_1_artifice_no_krakatau vs square/test_1_artifice_pg_procyon → NON-CLONE
[13701/50000] 2026-06-26 09:43:42 | R2 | guessword/test_1_artifice_no_procyon vs InfixConverter/0_orig → NON-CLONE
[13702/50000] 2026-06-26 09:43:43 | R2 | guessword/test_1_artifice_no_procyon vs InfixConverter/1_artifice → NON-CLONE
[13703/50000] 2026-06-26 09:43:44 | R2 | guessword/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[13704/50000] 2026-06-26 09:43:45 | R2 | guessword/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[13705/50000] 2026-06-26 09:43:47 | R2 | guessword/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[13706/50000] 2026-06-26 09:43:48 | R2 | guessword/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[13707/50000] 2026-06-26 09:43:49 | R2 | guessword/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[13708/50000] 2026-06-26 09:43:50 | R2 | guessword/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[13709/50000] 2026-06-26 09:43:51 | R2 | guessword/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[13710/50000] 2026-06-26 09:43:53 | R2 | guessword/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[13711/50000] 2026-06-26 09:43:54 | R2 | guessword/test_1_artifice_no_procyon vs SqrtAlgorithm/0_orig → NON-CLONE
[13712/50000] 2026-06-26 09:43:55 | R2 | guessword/test_1_artifice_no_procyon vs SqrtAlgorithm/1_artifice → NON-CLONE
[13713/50000] 2026-06-26 09:43:57 | R2 | guessword/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[13714/50000] 2026-06-26 09:43:58 | R2 | guessword/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[13715/50000] 2026-06-26 09:44:00 | R2 | guessword/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[13716/50000] 2026-06-26 09:44:01 | R2 | guessword/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[13717/50000] 2026-06-26 09:44:02 | R2 | guessword/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[13718/50000] 2026-06-26 09:44:04 | R2 | guessword/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[13719/50000] 2026-06-26 09:44:05 | R2 | guessword/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[13720/50000] 2026-06-26 09:44:06 | R2 | guessword/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[13721/50000] 2026-06-26 09:44:08 | R2 | guessword/test_1_artifice_no_procyon vs bubblesort/0_orig → NON-CLONE
[13722/50000] 2026-06-26 09:44:09 | R2 | guessword/test_1_artifice_no_procyon vs bubblesort/1_artifice → NON-CLONE
[13723/50000] 2026-06-26 09:44:10 | R2 | guessword/test_1_artifice_no_procyon vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[13724/50000] 2026-06-26 09:44:11 | R2 | guessword/test_1_artifice_no_procyon vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[13725/50000] 2026-06-26 09:44:12 | R2 | guessword/test_1_artifice_no_procyon vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[13726/50000] 2026-06-26 09:44:13 | R2 | guessword/test_1_artifice_no_procyon vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[13727/50000] 2026-06-26 09:44:15 | R2 | guessword/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[13728/50000] 2026-06-26 09:44:16 | R2 | guessword/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[13729/50000] 2026-06-26 09:44:17 | R2 | guessword/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[13730/50000] 2026-06-26 09:44:18 | R2 | guessword/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[13731/50000] 2026-06-26 09:44:19 | R2 | guessword/test_1_artifice_no_procyon vs guessword/0_orig → CLONE
[13732/50000] 2026-06-26 09:44:21 | R2 | guessword/test_1_artifice_no_procyon vs guessword/1_artifice → CLONE
[13733/50000] 2026-06-26 09:44:22 | R2 | guessword/test_1_artifice_no_procyon vs guessword/test_0_orig_no_krakatau → CLONE
[13734/50000] 2026-06-26 09:44:23 | R2 | guessword/test_1_artifice_no_procyon vs guessword/test_0_orig_no_procyon → CLONE
[13735/50000] 2026-06-26 09:44:25 | R2 | guessword/test_1_artifice_no_procyon vs guessword/test_0_orig_pg_krakatau → CLONE
[13736/50000] 2026-06-26 09:44:26 | R2 | guessword/test_1_artifice_no_procyon vs guessword/test_0_orig_pg_procyon → CLONE
[13737/50000] 2026-06-26 09:44:27 | R2 | guessword/test_1_artifice_no_procyon vs guessword/test_1_artifice_no_krakatau → CLONE
[13738/50000] 2026-06-26 09:44:28 | R2 | guessword/test_1_artifice_no_procyon vs guessword/test_1_artifice_no_procyon → CLONE
[13739/50000] 2026-06-26 09:44:30 | R2 | guessword/test_1_artifice_no_procyon vs guessword/test_1_artifice_pg_krakatau → CLONE
[13740/50000] 2026-06-26 09:44:31 | R2 | guessword/test_1_artifice_no_procyon vs guessword/test_1_artifice_pg_procyon → CLONE
[13741/50000] 2026-06-26 09:44:33 | R2 | guessword/test_1_artifice_no_procyon vs hanoi/0_orig → NON-CLONE
[13742/50000] 2026-06-26 09:44:34 | R2 | guessword/test_1_artifice_no_procyon vs hanoi/1_artifice → NON-CLONE
[13743/50000] 2026-06-26 09:44:35 | R2 | guessword/test_1_artifice_no_procyon vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[13744/50000] 2026-06-26 09:44:36 | R2 | guessword/test_1_artifice_no_procyon vs hanoi/test_0_orig_no_procyon → NON-CLONE
[13745/50000] 2026-06-26 09:44:37 | R2 | guessword/test_1_artifice_no_procyon vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[13746/50000] 2026-06-26 09:44:38 | R2 | guessword/test_1_artifice_no_procyon vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[13747/50000] 2026-06-26 09:44:40 | R2 | guessword/test_1_artifice_no_procyon vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[13748/50000] 2026-06-26 09:44:41 | R2 | guessword/test_1_artifice_no_procyon vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[13749/50000] 2026-06-26 09:44:43 | R2 | guessword/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[13750/50000] 2026-06-26 09:44:44 | R2 | guessword/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[13751/50000] 2026-06-26 09:44:45 | R2 | guessword/test_1_artifice_no_procyon vs kaprekar/0_orig → NON-CLONE
[13752/50000] 2026-06-26 09:44:47 | R2 | guessword/test_1_artifice_no_procyon vs kaprekar/1_artifice → NON-CLONE
[13753/50000] 2026-06-26 09:44:48 | R2 | guessword/test_1_artifice_no_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[13754/50000] 2026-06-26 09:44:49 | R2 | guessword/test_1_artifice_no_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[13755/50000] 2026-06-26 09:44:51 | R2 | guessword/test_1_artifice_no_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[13756/50000] 2026-06-26 09:44:52 | R2 | guessword/test_1_artifice_no_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[13757/50000] 2026-06-26 09:44:53 | R2 | guessword/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[13758/50000] 2026-06-26 09:44:55 | R2 | guessword/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[13759/50000] 2026-06-26 09:44:56 | R2 | guessword/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[13760/50000] 2026-06-26 09:44:57 | R2 | guessword/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[13761/50000] 2026-06-26 09:44:59 | R2 | guessword/test_1_artifice_no_procyon vs queens/0_orig → NON-CLONE
[13762/50000] 2026-06-26 09:45:00 | R2 | guessword/test_1_artifice_no_procyon vs queens/1_artifice → NON-CLONE
[13763/50000] 2026-06-26 09:45:01 | R2 | guessword/test_1_artifice_no_procyon vs queens/test_0_orig_no_krakatau → NON-CLONE
[13764/50000] 2026-06-26 09:45:02 | R2 | guessword/test_1_artifice_no_procyon vs queens/test_0_orig_no_procyon → NON-CLONE
[13765/50000] 2026-06-26 09:45:03 | R2 | guessword/test_1_artifice_no_procyon vs queens/test_0_orig_pg_krakatau → NON-CLONE
[13766/50000] 2026-06-26 09:45:04 | R2 | guessword/test_1_artifice_no_procyon vs queens/test_0_orig_pg_procyon → NON-CLONE
[13767/50000] 2026-06-26 09:45:05 | R2 | guessword/test_1_artifice_no_procyon vs queens/test_1_artifice_no_krakatau → NON-CLONE
[13768/50000] 2026-06-26 09:45:06 | R2 | guessword/test_1_artifice_no_procyon vs queens/test_1_artifice_no_procyon → NON-CLONE
[13769/50000] 2026-06-26 09:45:07 | R2 | guessword/test_1_artifice_no_procyon vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[13770/50000] 2026-06-26 09:45:09 | R2 | guessword/test_1_artifice_no_procyon vs queens/test_1_artifice_pg_procyon → NON-CLONE
[13771/50000] 2026-06-26 09:45:10 | R2 | guessword/test_1_artifice_no_procyon vs railroadcar/0_orig → NON-CLONE
[13772/50000] 2026-06-26 09:45:11 | R2 | guessword/test_1_artifice_no_procyon vs railroadcar/1_artifice → NON-CLONE
[13773/50000] 2026-06-26 09:45:12 | R2 | guessword/test_1_artifice_no_procyon vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[13774/50000] 2026-06-26 09:45:13 | R2 | guessword/test_1_artifice_no_procyon vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[13775/50000] 2026-06-26 09:45:14 | R2 | guessword/test_1_artifice_no_procyon vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[13776/50000] 2026-06-26 09:45:15 | R2 | guessword/test_1_artifice_no_procyon vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[13777/50000] 2026-06-26 09:45:16 | R2 | guessword/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[13778/50000] 2026-06-26 09:45:17 | R2 | guessword/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[13779/50000] 2026-06-26 09:45:19 | R2 | guessword/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[13780/50000] 2026-06-26 09:45:20 | R2 | guessword/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[13781/50000] 2026-06-26 09:45:21 | R2 | guessword/test_1_artifice_no_procyon vs slinkedlist/0_orig → NON-CLONE
[13782/50000] 2026-06-26 09:45:22 | R2 | guessword/test_1_artifice_no_procyon vs slinkedlist/1_artifice → NON-CLONE
[13783/50000] 2026-06-26 09:45:23 | R2 | guessword/test_1_artifice_no_procyon vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[13784/50000] 2026-06-26 09:45:25 | R2 | guessword/test_1_artifice_no_procyon vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[13785/50000] 2026-06-26 09:45:26 | R2 | guessword/test_1_artifice_no_procyon vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[13786/50000] 2026-06-26 09:45:27 | R2 | guessword/test_1_artifice_no_procyon vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[13787/50000] 2026-06-26 09:45:28 | R2 | guessword/test_1_artifice_no_procyon vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[13788/50000] 2026-06-26 09:45:30 | R2 | guessword/test_1_artifice_no_procyon vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[13789/50000] 2026-06-26 09:45:31 | R2 | guessword/test_1_artifice_no_procyon vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[13790/50000] 2026-06-26 09:45:32 | R2 | guessword/test_1_artifice_no_procyon vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[13791/50000] 2026-06-26 09:45:33 | R2 | guessword/test_1_artifice_no_procyon vs square/0_orig → NON-CLONE
[13792/50000] 2026-06-26 09:45:34 | R2 | guessword/test_1_artifice_no_procyon vs square/1_artifice → NON-CLONE
[13793/50000] 2026-06-26 09:45:36 | R2 | guessword/test_1_artifice_no_procyon vs square/test_0_orig_no_krakatau → NON-CLONE
[13794/50000] 2026-06-26 09:45:37 | R2 | guessword/test_1_artifice_no_procyon vs square/test_0_orig_no_procyon → NON-CLONE
[13795/50000] 2026-06-26 09:45:38 | R2 | guessword/test_1_artifice_no_procyon vs square/test_0_orig_pg_krakatau → NON-CLONE
[13796/50000] 2026-06-26 09:45:40 | R2 | guessword/test_1_artifice_no_procyon vs square/test_0_orig_pg_procyon → NON-CLONE
[13797/50000] 2026-06-26 09:45:41 | R2 | guessword/test_1_artifice_no_procyon vs square/test_1_artifice_no_krakatau → NON-CLONE
[13798/50000] 2026-06-26 09:45:42 | R2 | guessword/test_1_artifice_no_procyon vs square/test_1_artifice_no_procyon → NON-CLONE
