Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (0 already done, 50000 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'gguf' loaded. Starting inference...
--- Round 1/5 (0 done, 10000 remaining) ---
[1/50000] 2026-06-30 04:15:47 | R1 | InfixConverter/0_orig vs InfixConverter/0_orig → CLONE
[953/50000] 2026-06-30 04:31:02 | R1 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[954/50000] 2026-06-30 04:31:03 | R1 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[955/50000] 2026-06-30 04:31:04 | R1 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[956/50000] 2026-06-30 04:31:05 | R1 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[957/50000] 2026-06-30 04:31:06 | R1 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[958/50000] 2026-06-30 04:31:07 | R1 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[959/50000] 2026-06-30 04:31:08 | R1 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[960/50000] 2026-06-30 04:31:09 | R1 | InfixConverter/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[961/50000] 2026-06-30 04:31:10 | R1 | InfixConverter/test_1_artifice_pg_procyon vs queens/0_orig → NON-CLONE
[962/50000] 2026-06-30 04:31:11 | R1 | InfixConverter/test_1_artifice_pg_procyon vs queens/1_artifice → NON-CLONE
[963/50000] 2026-06-30 04:31:11 | R1 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_0_orig_no_krakatau → NON-CLONE
[964/50000] 2026-06-30 04:31:13 | R1 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_0_orig_no_procyon → NON-CLONE
[965/50000] 2026-06-30 04:31:14 | R1 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_0_orig_pg_krakatau → NON-CLONE
[966/50000] 2026-06-30 04:31:14 | R1 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_0_orig_pg_procyon → NON-CLONE
[967/50000] 2026-06-30 04:31:15 | R1 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_1_artifice_no_krakatau → NON-CLONE
[968/50000] 2026-06-30 04:31:16 | R1 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_1_artifice_no_procyon → NON-CLONE
[969/50000] 2026-06-30 04:31:16 | R1 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[970/50000] 2026-06-30 04:31:17 | R1 | InfixConverter/test_1_artifice_pg_procyon vs queens/test_1_artifice_pg_procyon → NON-CLONE
[971/50000] 2026-06-30 04:31:18 | R1 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/0_orig → NON-CLONE
[972/50000] 2026-06-30 04:31:19 | R1 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/1_artifice → NON-CLONE
[973/50000] 2026-06-30 04:31:21 | R1 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[974/50000] 2026-06-30 04:31:22 | R1 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[975/50000] 2026-06-30 04:31:23 | R1 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[976/50000] 2026-06-30 04:31:24 | R1 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[977/50000] 2026-06-30 04:31:25 | R1 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[978/50000] 2026-06-30 04:31:26 | R1 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[979/50000] 2026-06-30 04:31:27 | R1 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[980/50000] 2026-06-30 04:31:28 | R1 | InfixConverter/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[981/50000] 2026-06-30 04:31:29 | R1 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/0_orig → NON-CLONE
[982/50000] 2026-06-30 04:31:30 | R1 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/1_artifice → NON-CLONE
[983/50000] 2026-06-30 04:31:30 | R1 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[984/50000] 2026-06-30 04:31:31 | R1 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[985/50000] 2026-06-30 04:31:32 | R1 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[986/50000] 2026-06-30 04:31:33 | R1 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[987/50000] 2026-06-30 04:31:34 | R1 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[988/50000] 2026-06-30 04:31:34 | R1 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[989/50000] 2026-06-30 04:31:35 | R1 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[990/50000] 2026-06-30 04:31:35 | R1 | InfixConverter/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[991/50000] 2026-06-30 04:31:36 | R1 | InfixConverter/test_1_artifice_pg_procyon vs square/0_orig → NON-CLONE
[992/50000] 2026-06-30 04:31:37 | R1 | InfixConverter/test_1_artifice_pg_procyon vs square/1_artifice → NON-CLONE
[993/50000] 2026-06-30 04:31:39 | R1 | InfixConverter/test_1_artifice_pg_procyon vs square/test_0_orig_no_krakatau → NON-CLONE
[994/50000] 2026-06-30 04:31:39 | R1 | InfixConverter/test_1_artifice_pg_procyon vs square/test_0_orig_no_procyon → NON-CLONE
[995/50000] 2026-06-30 04:31:41 | R1 | InfixConverter/test_1_artifice_pg_procyon vs square/test_0_orig_pg_krakatau → NON-CLONE
[996/50000] 2026-06-30 04:31:42 | R1 | InfixConverter/test_1_artifice_pg_procyon vs square/test_0_orig_pg_procyon → NON-CLONE
[997/50000] 2026-06-30 04:31:42 | R1 | InfixConverter/test_1_artifice_pg_procyon vs square/test_1_artifice_no_krakatau → NON-CLONE
[998/50000] 2026-06-30 04:31:43 | R1 | InfixConverter/test_1_artifice_pg_procyon vs square/test_1_artifice_no_procyon → NON-CLONE
[999/50000] 2026-06-30 04:31:44 | R1 | InfixConverter/test_1_artifice_pg_procyon vs square/test_1_artifice_pg_krakatau → NON-CLONE
[1000/50000] 2026-06-30 04:31:45 | R1 | InfixConverter/test_1_artifice_pg_procyon vs square/test_1_artifice_pg_procyon → NON-CLONE
[1001/50000] 2026-06-30 04:31:46 | R1 | SqrtAlgorithm/0_orig vs InfixConverter/0_orig → NON-CLONE
[1002/50000] 2026-06-30 04:31:47 | R1 | SqrtAlgorithm/0_orig vs InfixConverter/1_artifice → NON-CLONE
[1003/50000] 2026-06-30 04:31:48 | R1 | SqrtAlgorithm/0_orig vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[1004/50000] 2026-06-30 04:31:49 | R1 | SqrtAlgorithm/0_orig vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[1005/50000] 2026-06-30 04:31:50 | R1 | SqrtAlgorithm/0_orig vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[1006/50000] 2026-06-30 04:31:51 | R1 | SqrtAlgorithm/0_orig vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[1007/50000] 2026-06-30 04:31:52 | R1 | SqrtAlgorithm/0_orig vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[1008/50000] 2026-06-30 04:31:53 | R1 | SqrtAlgorithm/0_orig vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[1009/50000] 2026-06-30 04:31:54 | R1 | SqrtAlgorithm/0_orig vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[1010/50000] 2026-06-30 04:31:54 | R1 | SqrtAlgorithm/0_orig vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[1011/50000] 2026-06-30 04:31:55 | R1 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/0_orig → CLONE
[1012/50000] 2026-06-30 04:31:56 | R1 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/1_artifice → CLONE
[1013/50000] 2026-06-30 04:31:57 | R1 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_0_orig_no_krakatau → CLONE
[1014/50000] 2026-06-30 04:31:58 | R1 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_0_orig_no_procyon → CLONE
[1015/50000] 2026-06-30 04:32:00 | R1 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_0_orig_pg_krakatau → CLONE
[1016/50000] 2026-06-30 04:32:01 | R1 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_0_orig_pg_procyon → CLONE
[1017/50000] 2026-06-30 04:32:02 | R1 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_1_artifice_no_krakatau → CLONE
[1018/50000] 2026-06-30 04:32:03 | R1 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_1_artifice_no_procyon → CLONE
[1019/50000] 2026-06-30 04:32:04 | R1 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_1_artifice_pg_krakatau → CLONE
[1020/50000] 2026-06-30 04:32:05 | R1 | SqrtAlgorithm/0_orig vs SqrtAlgorithm/test_1_artifice_pg_procyon → CLONE
[1021/50000] 2026-06-30 04:32:05 | R1 | SqrtAlgorithm/0_orig vs bubblesort/0_orig → NON-CLONE
[1022/50000] 2026-06-30 04:32:06 | R1 | SqrtAlgorithm/0_orig vs bubblesort/1_artifice → NON-CLONE
[1023/50000] 2026-06-30 04:32:07 | R1 | SqrtAlgorithm/0_orig vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[1024/50000] 2026-06-30 04:32:07 | R1 | SqrtAlgorithm/0_orig vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[1025/50000] 2026-06-30 04:32:08 | R1 | SqrtAlgorithm/0_orig vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[1026/50000] 2026-06-30 04:32:09 | R1 | SqrtAlgorithm/0_orig vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[1027/50000] 2026-06-30 04:32:10 | R1 | SqrtAlgorithm/0_orig vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[1028/50000] 2026-06-30 04:32:10 | R1 | SqrtAlgorithm/0_orig vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[1029/50000] 2026-06-30 04:32:11 | R1 | SqrtAlgorithm/0_orig vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[1030/50000] 2026-06-30 04:32:12 | R1 | SqrtAlgorithm/0_orig vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[1031/50000] 2026-06-30 04:32:13 | R1 | SqrtAlgorithm/0_orig vs guessword/0_orig → NON-CLONE
[1032/50000] 2026-06-30 04:32:13 | R1 | SqrtAlgorithm/0_orig vs guessword/1_artifice → NON-CLONE
[1033/50000] 2026-06-30 04:32:15 | R1 | SqrtAlgorithm/0_orig vs guessword/test_0_orig_no_krakatau → NON-CLONE
[1034/50000] 2026-06-30 04:32:16 | R1 | SqrtAlgorithm/0_orig vs guessword/test_0_orig_no_procyon → NON-CLONE
[1035/50000] 2026-06-30 04:32:17 | R1 | SqrtAlgorithm/0_orig vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[1036/50000] 2026-06-30 04:32:17 | R1 | SqrtAlgorithm/0_orig vs guessword/test_0_orig_pg_procyon → NON-CLONE
[1037/50000] 2026-06-30 04:32:19 | R1 | SqrtAlgorithm/0_orig vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[1038/50000] 2026-06-30 04:32:19 | R1 | SqrtAlgorithm/0_orig vs guessword/test_1_artifice_no_procyon → NON-CLONE
[1039/50000] 2026-06-30 04:32:21 | R1 | SqrtAlgorithm/0_orig vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[1040/50000] 2026-06-30 04:32:22 | R1 | SqrtAlgorithm/0_orig vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[1041/50000] 2026-06-30 04:32:23 | R1 | SqrtAlgorithm/0_orig vs hanoi/0_orig → NON-CLONE
[1042/50000] 2026-06-30 04:32:24 | R1 | SqrtAlgorithm/0_orig vs hanoi/1_artifice → NON-CLONE
[1043/50000] 2026-06-30 04:32:25 | R1 | SqrtAlgorithm/0_orig vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[1044/50000] 2026-06-30 04:32:26 | R1 | SqrtAlgorithm/0_orig vs hanoi/test_0_orig_no_procyon → NON-CLONE
[1045/50000] 2026-06-30 04:32:27 | R1 | SqrtAlgorithm/0_orig vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[1046/50000] 2026-06-30 04:32:28 | R1 | SqrtAlgorithm/0_orig vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[1047/50000] 2026-06-30 04:32:29 | R1 | SqrtAlgorithm/0_orig vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[1048/50000] 2026-06-30 04:32:31 | R1 | SqrtAlgorithm/0_orig vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[1049/50000] 2026-06-30 04:32:31 | R1 | SqrtAlgorithm/0_orig vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[1050/50000] 2026-06-30 04:32:33 | R1 | SqrtAlgorithm/0_orig vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[1051/50000] 2026-06-30 04:32:34 | R1 | SqrtAlgorithm/0_orig vs kaprekar/0_orig → NON-CLONE
[1052/50000] 2026-06-30 04:32:35 | R1 | SqrtAlgorithm/0_orig vs kaprekar/1_artifice → NON-CLONE
[1053/50000] 2026-06-30 04:32:36 | R1 | SqrtAlgorithm/0_orig vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[1054/50000] 2026-06-30 04:32:37 | R1 | SqrtAlgorithm/0_orig vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[1055/50000] 2026-06-30 04:32:38 | R1 | SqrtAlgorithm/0_orig vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[1056/50000] 2026-06-30 04:32:39 | R1 | SqrtAlgorithm/0_orig vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[1057/50000] 2026-06-30 04:32:41 | R1 | SqrtAlgorithm/0_orig vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[1058/50000] 2026-06-30 04:32:42 | R1 | SqrtAlgorithm/0_orig vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[1059/50000] 2026-06-30 04:32:43 | R1 | SqrtAlgorithm/0_orig vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[1060/50000] 2026-06-30 04:32:44 | R1 | SqrtAlgorithm/0_orig vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[1061/50000] 2026-06-30 04:32:45 | R1 | SqrtAlgorithm/0_orig vs queens/0_orig → NON-CLONE
[1062/50000] 2026-06-30 04:32:46 | R1 | SqrtAlgorithm/0_orig vs queens/1_artifice → NON-CLONE
[1063/50000] 2026-06-30 04:32:46 | R1 | SqrtAlgorithm/0_orig vs queens/test_0_orig_no_krakatau → NON-CLONE
[1064/50000] 2026-06-30 04:32:47 | R1 | SqrtAlgorithm/0_orig vs queens/test_0_orig_no_procyon → NON-CLONE
[1065/50000] 2026-06-30 04:32:48 | R1 | SqrtAlgorithm/0_orig vs queens/test_0_orig_pg_krakatau → NON-CLONE
[1066/50000] 2026-06-30 04:32:49 | R1 | SqrtAlgorithm/0_orig vs queens/test_0_orig_pg_procyon → NON-CLONE
[1067/50000] 2026-06-30 04:32:49 | R1 | SqrtAlgorithm/0_orig vs queens/test_1_artifice_no_krakatau → NON-CLONE
[1068/50000] 2026-06-30 04:32:51 | R1 | SqrtAlgorithm/0_orig vs queens/test_1_artifice_no_procyon → NON-CLONE
[1069/50000] 2026-06-30 04:32:51 | R1 | SqrtAlgorithm/0_orig vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[1070/50000] 2026-06-30 04:32:52 | R1 | SqrtAlgorithm/0_orig vs queens/test_1_artifice_pg_procyon → NON-CLONE
[1071/50000] 2026-06-30 04:32:53 | R1 | SqrtAlgorithm/0_orig vs railroadcar/0_orig → NON-CLONE
[1072/50000] 2026-06-30 04:32:53 | R1 | SqrtAlgorithm/0_orig vs railroadcar/1_artifice → NON-CLONE
[1073/50000] 2026-06-30 04:32:54 | R1 | SqrtAlgorithm/0_orig vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[1074/50000] 2026-06-30 04:32:55 | R1 | SqrtAlgorithm/0_orig vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[1075/50000] 2026-06-30 04:32:56 | R1 | SqrtAlgorithm/0_orig vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[1076/50000] 2026-06-30 04:32:57 | R1 | SqrtAlgorithm/0_orig vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[1077/50000] 2026-06-30 04:32:57 | R1 | SqrtAlgorithm/0_orig vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[1078/50000] 2026-06-30 04:32:58 | R1 | SqrtAlgorithm/0_orig vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[1079/50000] 2026-06-30 04:32:59 | R1 | SqrtAlgorithm/0_orig vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[1080/50000] 2026-06-30 04:33:00 | R1 | SqrtAlgorithm/0_orig vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[1081/50000] 2026-06-30 04:33:01 | R1 | SqrtAlgorithm/0_orig vs slinkedlist/0_orig → NON-CLONE
[1082/50000] 2026-06-30 04:33:02 | R1 | SqrtAlgorithm/0_orig vs slinkedlist/1_artifice → NON-CLONE
[1083/50000] 2026-06-30 04:33:02 | R1 | SqrtAlgorithm/0_orig vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[1084/50000] 2026-06-30 04:33:03 | R1 | SqrtAlgorithm/0_orig vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[1085/50000] 2026-06-30 04:33:04 | R1 | SqrtAlgorithm/0_orig vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[1086/50000] 2026-06-30 04:33:05 | R1 | SqrtAlgorithm/0_orig vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[1087/50000] 2026-06-30 04:33:06 | R1 | SqrtAlgorithm/0_orig vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[1088/50000] 2026-06-30 04:33:07 | R1 | SqrtAlgorithm/0_orig vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[1089/50000] 2026-06-30 04:33:08 | R1 | SqrtAlgorithm/0_orig vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[1090/50000] 2026-06-30 04:33:08 | R1 | SqrtAlgorithm/0_orig vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[1091/50000] 2026-06-30 04:33:09 | R1 | SqrtAlgorithm/0_orig vs square/0_orig → NON-CLONE
[1092/50000] 2026-06-30 04:33:10 | R1 | SqrtAlgorithm/0_orig vs square/1_artifice → NON-CLONE
[1093/50000] 2026-06-30 04:33:11 | R1 | SqrtAlgorithm/0_orig vs square/test_0_orig_no_krakatau → NON-CLONE
[1094/50000] 2026-06-30 04:33:12 | R1 | SqrtAlgorithm/0_orig vs square/test_0_orig_no_procyon → NON-CLONE
[1095/50000] 2026-06-30 04:33:13 | R1 | SqrtAlgorithm/0_orig vs square/test_0_orig_pg_krakatau → NON-CLONE
[1096/50000] 2026-06-30 04:33:14 | R1 | SqrtAlgorithm/0_orig vs square/test_0_orig_pg_procyon → NON-CLONE
[1097/50000] 2026-06-30 04:33:14 | R1 | SqrtAlgorithm/0_orig vs square/test_1_artifice_no_krakatau → NON-CLONE
[1098/50000] 2026-06-30 04:33:15 | R1 | SqrtAlgorithm/0_orig vs square/test_1_artifice_no_procyon → NON-CLONE
[1099/50000] 2026-06-30 04:33:17 | R1 | SqrtAlgorithm/0_orig vs square/test_1_artifice_pg_krakatau → NON-CLONE
[1100/50000] 2026-06-30 04:33:18 | R1 | SqrtAlgorithm/0_orig vs square/test_1_artifice_pg_procyon → NON-CLONE
[1101/50000] 2026-06-30 04:33:19 | R1 | SqrtAlgorithm/1_artifice vs InfixConverter/0_orig → NON-CLONE
[1102/50000] 2026-06-30 04:33:20 | R1 | SqrtAlgorithm/1_artifice vs InfixConverter/1_artifice → NON-CLONE
[1103/50000] 2026-06-30 04:33:21 | R1 | SqrtAlgorithm/1_artifice vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[1104/50000] 2026-06-30 04:33:22 | R1 | SqrtAlgorithm/1_artifice vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[1105/50000] 2026-06-30 04:33:23 | R1 | SqrtAlgorithm/1_artifice vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[1106/50000] 2026-06-30 04:33:23 | R1 | SqrtAlgorithm/1_artifice vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[1107/50000] 2026-06-30 04:33:24 | R1 | SqrtAlgorithm/1_artifice vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[1108/50000] 2026-06-30 04:33:25 | R1 | SqrtAlgorithm/1_artifice vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[1109/50000] 2026-06-30 04:33:26 | R1 | SqrtAlgorithm/1_artifice vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[1110/50000] 2026-06-30 04:33:26 | R1 | SqrtAlgorithm/1_artifice vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[1111/50000] 2026-06-30 04:33:27 | R1 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/0_orig → CLONE
[1112/50000] 2026-06-30 04:33:28 | R1 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/1_artifice → CLONE
[1113/50000] 2026-06-30 04:33:30 | R1 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_0_orig_no_krakatau → CLONE
[1114/50000] 2026-06-30 04:33:31 | R1 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_0_orig_no_procyon → CLONE
[1115/50000] 2026-06-30 04:33:32 | R1 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_0_orig_pg_krakatau → CLONE
[1116/50000] 2026-06-30 04:33:32 | R1 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_0_orig_pg_procyon → CLONE
[1117/50000] 2026-06-30 04:33:34 | R1 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_1_artifice_no_krakatau → CLONE
[1118/50000] 2026-06-30 04:33:35 | R1 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_1_artifice_no_procyon → CLONE
[1119/50000] 2026-06-30 04:33:35 | R1 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_1_artifice_pg_krakatau → CLONE
[1120/50000] 2026-06-30 04:33:36 | R1 | SqrtAlgorithm/1_artifice vs SqrtAlgorithm/test_1_artifice_pg_procyon → CLONE
[1121/50000] 2026-06-30 04:33:37 | R1 | SqrtAlgorithm/1_artifice vs bubblesort/0_orig → NON-CLONE
[1122/50000] 2026-06-30 04:33:37 | R1 | SqrtAlgorithm/1_artifice vs bubblesort/1_artifice → NON-CLONE
[1123/50000] 2026-06-30 04:33:38 | R1 | SqrtAlgorithm/1_artifice vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[1124/50000] 2026-06-30 04:33:39 | R1 | SqrtAlgorithm/1_artifice vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[1125/50000] 2026-06-30 04:33:40 | R1 | SqrtAlgorithm/1_artifice vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[1126/50000] 2026-06-30 04:33:41 | R1 | SqrtAlgorithm/1_artifice vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[1127/50000] 2026-06-30 04:33:42 | R1 | SqrtAlgorithm/1_artifice vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[1128/50000] 2026-06-30 04:33:43 | R1 | SqrtAlgorithm/1_artifice vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[1129/50000] 2026-06-30 04:33:43 | R1 | SqrtAlgorithm/1_artifice vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[1130/50000] 2026-06-30 04:33:44 | R1 | SqrtAlgorithm/1_artifice vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[1131/50000] 2026-06-30 04:33:45 | R1 | SqrtAlgorithm/1_artifice vs guessword/0_orig → NON-CLONE
[1132/50000] 2026-06-30 04:33:46 | R1 | SqrtAlgorithm/1_artifice vs guessword/1_artifice → NON-CLONE
[1133/50000] 2026-06-30 04:33:47 | R1 | SqrtAlgorithm/1_artifice vs guessword/test_0_orig_no_krakatau → NON-CLONE
[1134/50000] 2026-06-30 04:33:48 | R1 | SqrtAlgorithm/1_artifice vs guessword/test_0_orig_no_procyon → NON-CLONE
[1135/50000] 2026-06-30 04:33:48 | R1 | SqrtAlgorithm/1_artifice vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[1136/50000] 2026-06-30 04:33:49 | R1 | SqrtAlgorithm/1_artifice vs guessword/test_0_orig_pg_procyon → NON-CLONE
[1137/50000] 2026-06-30 04:33:51 | R1 | SqrtAlgorithm/1_artifice vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[1138/50000] 2026-06-30 04:33:52 | R1 | SqrtAlgorithm/1_artifice vs guessword/test_1_artifice_no_procyon → NON-CLONE
[1139/50000] 2026-06-30 04:33:52 | R1 | SqrtAlgorithm/1_artifice vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[1140/50000] 2026-06-30 04:33:53 | R1 | SqrtAlgorithm/1_artifice vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[1141/50000] 2026-06-30 04:33:54 | R1 | SqrtAlgorithm/1_artifice vs hanoi/0_orig → NON-CLONE
[1142/50000] 2026-06-30 04:33:55 | R1 | SqrtAlgorithm/1_artifice vs hanoi/1_artifice → NON-CLONE
[1143/50000] 2026-06-30 04:33:56 | R1 | SqrtAlgorithm/1_artifice vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[1144/50000] 2026-06-30 04:33:57 | R1 | SqrtAlgorithm/1_artifice vs hanoi/test_0_orig_no_procyon → NON-CLONE
[1145/50000] 2026-06-30 04:33:59 | R1 | SqrtAlgorithm/1_artifice vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
